id,batch,folio,date,year,correspondent,n_alpha_rows,has_syllabary,has_geminate,has_nulls,n_nulls,has_fw,n_fw,has_nomenclator,n_nomenclator,has_latin_fw,notes
120,2,60r,1470,1470,Nicolas Bononiensi,2,False,False,True,10,True,4.0,True,18,False,"Simple cipher. FWs: Che/come/quando/Perche. Small nomenclator: El Papa, Imperatore, el Turcho, el Re di Franza, el Duca de Borgogna, el Duca de Milano, Venetiani, el Re Ferrando, Fiorentini, Dvca de Sauoya, Dvca de Modena, Marchest de Matua, Ptholomeo Coli, Conte d Vrbino, Dvca Johanne, Sre de Arimino, Bolognesi, Sre de Forli, Sre de Imola, Larcivesfo di Genoa, La Ex.vra, La Sria vra, La Sublt. vra."
121,2,60v,1470-04-05,1470,JohanneAndrea Cagnola,3,False,True,True,7,True,8.0,True,25,False,"Duplicate (bb-tt). FWs: Che/come/qn/perche/sich/Pertanto/vnde/La M.foa. Nomenclator 25 entries: Papa, Imperatore, Rex Francor, Rex Ferdinand, Rex Hungarie, Rex Aragonii, Dux Mediolani, Veneti, Florentini, Comes Vrbini, Senenses, Bononienses, Dux Calabrie, Dux Mutine, Marchio Mantue/Montisferr, D.Thadeus d Imola, D.Carolus Fauen, Gentes armigere, Pedites, Equites, Denari, Cardinales, Mag. Roberthus. Comes Brocard added."
122,2,61r,1470-04-04,1470,Marco Troto Cancellario (renovata memme maxqum fab die xi aprilis 1480),3,True,True,True,8,True,8.0,True,25,False,"Originally 1470, renewed 1480. Full syllabary (Ab-Vb). Gemine (bb-tt). FWs: Che/come/quando/perche/sich/La S.vra/La S.foa. Nomenclator ~25 entries. Note ""renovata"" = cipher key updated."
123,2,61v,1470-11-28,1470,Antonio Bracello Genuensi,3,True,True,True,8,True,8.0,True,35,False,Full syllabary (Ab-Vb). Gemine (bb-tt). FWs: che/come/quando/perche/cosi/siche/non/pertanto. Nomenclator ~35 entries. Genoese correspondent.
124,2,62r,1470-09-12,1470,Cavalchino Guidobono,3,True,True,True,6,True,10.0,True,30,False,Full syllabary (Ab-Vb). Duplicate (bb-tt). FWs: Che/come/quando/percts/sich/La S.de N.s/La M. del Re/La S.v. Nomenclator ~30 entries.
125,2,62v,1470-12,1470,"Johe de Scipiono Marchione Palauicino, Vicegubernatore Genue",3,False,True,False,0,True,7.0,True,35,False,"Gemine (bb-tt). FWs: Che/perche/qn/come/La S.v/La S.foa/La M.fur. Nomenclator ~35 entries incl many Genoese families: Lodouco d Capofie, Johe Galeaz d Capofie, Martineto/Larzarino d Capofie, D.Iblecto dl Fiesco, Carolino dl Fiesco, Prospero/Carolino Adorno, D.Lambrtho/Jo.Andrea Grymaldo, Spinoli, Adorni, Fregosi, Orij, Fioschi, Montaldi, Guarchi."
126,2,81v,1470,1470,"Protonotario de Spiritibus, Clerico Camere Apostolice",3,False,True,True,8,False,0.0,True,20,True,"Apostolic clerk. Duple (bb-tt). Nulls include ""et omne id qd intee ponet inter ysta duosigna"" (null zone). Nomenclator ~20 entries. Latin context. B.do dno B. de Rachaneto protonotario uri pri Conuisimo at bottom."
127,2,82r,1470,1470,Johanne Palombaro et Fernando hira secreti,3,False,False,True,8,True,8.0,True,10,True,"""Nihil Importantis"" section with symbols. FW/vocabulary: de/et/per/satis/quies/An/fuit/Vellet/Bellum/sicut/sunt/quauis/Iterm. Nomenclator: Rex Francie, Dux Sabaudie, gentes, Ducissa Sabaudie, Dux Mediolani, Dux Burgundie, Rex Ferdinandus, Dux Renatus. Latin vocabulary encoding."
128,2,84r,1470-09,1470,Franco d Oleuano manente Vercello,3,False,False,True,5,False,0.0,True,10,False,"""Nihil Importantis"" (5 symbols). Small nomenclator ~10 entries: Philippo Monre, Governatore d Vercelli, Comunita d Vercelli, Gentedarme, Fantarie, Re d franza, Duca d borgogna, Madama de sauoya, Vescouo de zenduri."
129,2,63r,1471-01-09,1471,Balthasare Guidizono Lucensi,3,False,True,True,6,True,6.0,True,20,False,Duplicate (cc/ll/vr/ff/tt/pp/mm/nn/bb/dd). FWs: Che/qn/perche/come/Ilperche. Nomenclator ~20 entries.
130,2,63v,1471-04-15,1471,R.mo D. Car.li Senensi (dum eset in partibus Alamanie),4,True,True,True,8,True,10.0,True,18,False,"Cardinal of Siena in Germany. Full syllabary (Ab-Vb). 4 alphabet rows (very deep). Gemine (bb-tt). FWs: Qua/que/qui/quo/che/pche/come/qn/La S.v/La S.foa/La M.foa. Nomenclator: Papa, Imperatore, Rex Francie, Rex Ferdinandus, Rex Hungarie, Rex Boemie, Rex Renatus, Dux Burgundie, Dux Britannie, Dux Mediolani, Florentini, Dux Austrie, Veneti, Cardinales."
131,2,64r,1471-06-07,1471,Antonello Scalliono,2,False,True,True,3,True,8.0,True,40,False,"Gemine (bb-tt). FWs: Che/Perche/Quando/Come/Presto/Tanto/Non. Very rich nomenclator (40 entries) with many Italian terms: Fiorentini, Bologna, Romagna, Reame, Napoli, Hormenid arme, Aiuto, Cavalli, Fanti, Haue, Galee, Armati, Guerra, Tregue, Pace, Accordo, Conclusione, Siche, Aduisb, de quo, de la. Practical military/diplomatic cipher."
132,2,64v,1471-11-15,1471,Antonio de Applano Familiari Secretario,4,False,True,True,5,True,7.0,True,40,False,"4 alphabet rows. Duplicate (bb-tt). FWs: Che/quando/come/perche/non/La S.v/La M.foa/La S.foa. Nomenclator ~40 entries incl Antonio Tassino, Aloyst Becchero, Sre de Faenza/Arimyno, Duca de Vrbino, Sre Constantio, Monr Asphanio. Secretarial cipher."
133,2,65r,1471-08-04,1471,Hieronymo Maleta,3,False,True,True,5,True,8.0,True,15,False,"Duplicate (bb-tt). FWs: Qua/que/qui/quo/che/perch/come/qn/La S.v/La S.foa. Nomenclator ~15 entries: Papa, Cardinali, Re Ferrando, Venetiani, Duca de Milano, Conte de Vrbino, D.Hercule, D.Nicolo, D.Albertho, Galee, Fanti, Fiorentini, Bolognesi, D.Carlo da Faenr, el Sigre d Imola, el Sre de Forli."
134,2,65v,1471-07-22,1471,Carolo Vicecomite,3,True,True,False,0,True,8.0,True,12,False,"Full syllabary (Ab-Vb). Gemine (bb-tt). FWs: Qua/que/qui/quo/come/ct/pct/La S.v/La S.foa/quando. Small nomenclator: Rex Francie, Rex Renatus, Dux Burgundie, Dux Sabbaudie, Philippo a mons., Bernenses, Dux Equitanie, Dux Austrie, Dux Mediolani, Piomonte, Caualli, Fanti, Denari."
135,2,66r,1471,1471,Carolo Vicecomite (apd Serum Imperatorem),3,False,True,True,7,True,7.0,True,25,False,"Second cipher with Carlo Visconti (for use at Imperial court). Duplicate (bb-tt). FWs: Come/Perche/quando/sicho/La Sig.vra/La M. del Imperatore. Nomenclator 25 entries: Papa, Imperatore, Rex Francos, Rex Sicilie, Rex Aragonum, Rex Ferdinandus, Dux Burgundie, Dux Mediolani, Dux Britannie, Dux Austrie, Dux Bauerie, Dux Alberthus, Matrimoniu, Pratica, Veneti, Florentini, Senenses, Bononienses, Comes Vrbini, Ptholomeus Coleonus, Marchio Mantue, M.chio Montisferr, Gentes armigere, Pedites, Accordium, Treugue, Pax, Bellum."
136,2,66v,1471-08-14,1471,Francisco de Petrasancta,2,False,True,True,7,True,4.0,True,18,False,Gemine (bb-tt). FWs: Che/Quando/Perche/Come. Nomenclator ~18 entries.
137,2,67r,1472-03-28,1472,"Johanneane de Brisleto, Archipresbytero Varesij",2,False,True,True,6,True,8.0,True,30,False,"Geminate (bb-tt). FWs: Che/come/qn/perch/vnde/sich/La S.del Papa/La S.vra/La M.foa. Nomenclator ~30 entries incl Cardinals, Senenses, Nicodemus."
138,2,67r-b,1472-09-12,1472,Christoforo de Bullate,3,False,True,True,8,True,9.0,True,42,False,Gemine (bb-tt with syllable substitutions la-fe). FWs: che/non/perch/quando/pertanto/siche/La Seu vra/La Seu for/La M.ta foa. 42+ nomenclator entries. Very rich diplomatic cipher.
139,2,68r,1472,1472,Petro Aliprando,1,False,False,False,0,False,0.0,True,22,False,"Very simple cipher. Single alphabet, numeric nomenclator (Imperatore=100 down to Dux Ferrarie=10). No nulls, no FWs, no geminate. Minimal cipher."
140,2,68v,1472,1472,R.D. Ardicino de la Porte,4,True,True,True,4,True,6.0,True,22,False,"IMPORTANT: Full syllabary (Ab-Ox, 4 vowel rows). 4 alphabet rows. Gemine (bb/dd/ff/pp/ss/tt). FWs: Che/qn/perche/La S.vra/La sua Beatne/La sua Mta. Nomenclator ~22 entries. Complex structure."
141,2,69v,1472-04-13,1472,"Johanne de Rabesten, Consiliario & oratore Regis Hungarie",3,False,True,True,7,True,8.0,True,42,True,"KEY CIPHER: Uses LATIN FWs (Quod/Autem/Quomodo/Quando/Quia/Non/Si/Vel). Greek-like cipher symbols. Gemine (bb-tt). 42+ nomenclator entries covering European politics incl Rex Polonie, Dux Bavarie, Dux Saxonie, Electores. VMS-RELEVANT: Latin FW encoding in diplomatic context."
142,2,70r,1472-04-22,1472,Comte Hieronymo Vicecomite (S.mi D.N. Nepote),3,False,False,True,9,True,8.0,True,25,False,Nephew of Pope. FWs: che/qn/perche/La Sria vra/La Sta del pp/La S.v/La M.foa/pertanto/La M.foa. 25 nomenclator entries.
143,2,70v,1472,1472,Bartholomei de Sal Bononiensi (with Georgio Spinula vicegub Janue),4,False,False,False,0,False,0.0,True,20,False,"Numeric cipher. 4 rows of 2-digit numbers. Nomenclator uses paired numbers (Papa=42/55, Venetiani=80/45 etc). Unusual dual-number code system. Includes D.Hybleto=63, D.Lodouico=64, D.Jo.Galeazo=33, D.Thomas Fregosi=68."
144,2,69r,1473-05-23,1473,Johanne Baptista d Anguillaria,3,False,False,True,4,True,5.0,True,20,False,FWs: Come/che/quando/perche/La Sria vra. 20 nomenclator entries. Moderate cipher.
145,2,71r,1473-08-11,1473,Leonardo Botta,3,False,True,True,10,False,0.0,True,40,False,"Duplicate (bb-tt). Nulls include ba/be/bi/bo/bu (syllabic nulls). 40+ nomenclator entries. No separate FW section but FWs embedded in nomenclator (Accordium, Perche, Quando, La Sria vra, Amici, Denari, Pratica)."
146,2,71v,1473,1473,D. Presbytero Petro Aliprando,3,False,False,False,0,False,0.0,True,50,False,"FRENCH-LANGUAGE nomenclator: Re de Franza, Re d Inghilterra, Duca de Borgogna, Duca de Milano, Bastardo de Bogogne, Gran Cancellero, Monre de Cluni/Humbancort/Mezl/Ronzi/Romund/la Grutusa/la vera/la Marco. Also: Electori del Imperio, el concilio, Conte de Campobasso, Bayli de Alamagne, Marchest di Monferr, Duca de Modena. ~50 entries. Very rare French-language cipher in collection."
147,2,72r,1473-10-23,1473,Johanne Palombaro,2,False,False,True,5,False,0.0,True,20,False,"Simple cipher. 2 alphabet rows. Small nomenclator: Papa, Imperatore, Collegio d Carli, Re di Franzo, Re d Inghilterra, Re Johe d Aragona, Re Ferrando, Duca de Borgogna, Duca de Btagno, Duca de Borbon, Duca de Milano, Sria de Venetia, Fiorentini, Gentedarme, Denari, Treugue, Pace, Acordio, Ptholo. Coleone."
148,2,72v,1473-11-29,1473,Comte Brocardo de Persico,3,False,True,True,9,False,0.0,True,35,False,"Duplicate (bb-tt). 9 nulls. Large nomenclator (~35 entries) including Turco, Soldanus, Regina Cypri, M.chio Saluciaf. FWs possibly embedded in nomenclator (Pratica, Treugue, Pax, Denari)."
149,2,73r,1474-04-07,1474,D. Johe Amerino nunc episcopo Cesennati,3,False,True,True,20,False,0.0,True,30,False,"Bishop of Cesena. Duplicate (bb-tt). VERY LARGE null section (~20 entries: ats, b3, quare, la/le/li/lo/lu, fa/fe/fi/fo/fu, ga/ge/gl/go/gu, 8a/8u). Nomenclator ~30 entries incl Robertus Malatesta, Dns Pinus Foroliviij, D.Caroli Fauentini, Comes Hieronymi."
150,2,73v,1474-04-11,1474,Francisco de Casate,3,False,True,False,0,True,6.0,True,25,False,"Duplicate (bb-tt). FWs with NUMERIC codes: Che=82, come=84, quando=85, perche=88, Siche=90, Donde=32. Nomenclator ~25 entries incl Matrimonium."
151,2,74r,1474-05-02,1474,Guielmo de S. Clemente,3,False,True,True,7,False,0.0,True,30,False,"Gemine (bb-tt). 7 nulls. Nomenclator ~30 entries including Archiepo Toleti, Magr S.Jacobi, M.chio Vilciane. FWs embedded in nomenclator (Subsidium, La Sria Nra, La M.foa, Impressia, Rex Sicilie)."
152,2,74v,1474-05-23,1474,Christoforo de Cambiago,3,False,True,True,8,True,5.0,True,40,True,"Nulls include Latin words (et, sic, non, q2). Duplicate (bb-tt). FWs: Quando/Perche/Pertanto/Dieta. Large nomenclator (~40 entries) incl Electores Imperii, Rex Dacie, German/Imperial focus."
153,2,75r,1474-05,1474,"D. Alexandro epo Foroluiensi, Legato Aplico ituro ad Imperatorem",3,False,False,False,0,True,8.0,True,40,False,"Papal legate to Emperor. FWs: Quanto/Come/Quando/Perche/Che/Non. Nomenclator ~40 entries with very wide European scope: Re de Datia/Hungaria/Polano, Marchese de Brandebuig, Duca de Saxonia, Conte Palatino, Duca de Austerlich, Basilea, Liga de Suyzari, Marchest de Bade. Imperial/Swiss focus."
154,2,75v,1474-07-27,1474,Antonio Sbedardo Secretario (R.mi D. Cardinalis Rohani),3,False,True,True,5,True,8.0,True,40,False,Secretary of Cardinal of Rouen. Duplicate (bb-tt). FWs: Qua/che/come/quando/pche/Pertanto/La Sta del papa/La Stia foa. 40+ nomenclator entries.
155,2,76r,1474-08-28,1474,R.mo D. St. Car.le Mediolanensi,2,False,True,True,5,False,0.0,True,20,False,Cardinal of Milan. 2 alphabets. Duplicate (bb-tt). Nomenclator ~20 entries. Simpler cipher for established relationship.
156,2,79v,1475-10-22,1475,Bapta Marixo Jaunon ad Petro Alexandotanos,2,False,False,False,0,False,0.0,True,18,False,Simple cipher. 2 rows. Nomenclator only. ~18 entries.
157,2,83v,1475-08-28,1475,"Jacobo Bonarello, gubernator Corsice",3,False,True,True,10,False,0.0,True,25,False,"""Nihil Importantis"" section (10 symbols). Duplicate (bb-tt numeric). Nomenclator ~25 entries incl named individuals (D.Rannucius, Johannes paulus, Petrus d casa biancha, Grisus d ornessa, Orlandyncius d casta, Judocus d casta, Petrus d bonchavadia, Bondincrinis d dratra, Corsica, Gmarcha, hecbalonga, Balagnas, Culvi, Castellani). Corsican governor - practical local cipher."
158,2,80v,1476-02-27,1476,"Pret Fras vicomite, Johe de Scipiono, et Luca Grimaldo (oratores ad Ducem Burgundie)",2,False,True,False,0,True,7.0,True,25,False,Orators to Duke of Burgundy. Duplicate (bb-tt). FWs: qua/que/qui/quo/como/qn/ct/pache. Nomenclator ~25 entries. Simple but functional.
159,2,81r,1476-02-15,1476,Laurentio Landino de Ancona,4,False,True,False,0,False,0.0,True,15,False,4 alphabet rows. Duplicate visible. Nomenclator partially visible. ~15 entries.
160,2,82v,1476,1476,"Don Federico q Massimo, Thomasello Sabina secreta",4,False,True,True,5,False,0.0,True,10,False,4 rows including numbered sequence (1-31). Duplicate. Nulls. Small nomenclator ~10 entries.
161,2,83r,1476-04-17,1476,Thomasco Marchesio (orator gemmen ituro ad Regem Francorum),4,False,True,True,10,True,10.0,True,10,False,Orator to King of France. 4 alphabet rows. Duplicate (bb-tt). FWs: Qua/questo/Como/Quando/Perche/Donde/Siche/non/La S./V./La M.foa/La fg.foa. Small nomenclator. Elaborate FW section relative to nomenclator.
162,2,85v,1477-03-20,1477,Fabricio Elphitheo,2,False,True,True,5,False,0.0,True,15,False,Gemine (rr/ss/tt/mm/mn/pp/ll/bb). Nulls (5). Small nomenclator ~15 entries.
163,2,86r,1477,1477,Prospero Adurno,2,False,False,True,8,False,0.0,True,12,False,"""Nihil Importantis"" (8 symbols). Small nomenclator ~12 entries. Internal Sforza family cipher (Duchessa de Milano, Signore Robertho, Signore Lodouico, Signore ottauiano, Sforza secondo, Mo hybleto, Amicani, Vicegubrnatore de Genoa, Kadmo dal fiescho, M.Augustorlo da campofregoso)."
164,2,86v,1477-04-24,1477,"Daniele de Rubeis, potas Sanvor",2,False,True,False,0,False,0.0,True,5,False,Very simple cipher. Dupphicar (ss/ff/ll/mm/pp/rr/tt). Tiny nomenclator: Zenoesi/Sauonesi/Laranesforo de Zenoa/d.Ibieo/Galee. Minimal.
165,2,87r,1477-05,1477,Gymacho Collo et D. Guidani Arcimboldo (orator ad Imperatorem),3,False,True,False,0,True,8.0,True,45,False,Orator to Emperor. Dupplicar (cc/dd/ff/gg/y/ll/mm/pp/zz/ff/tt). FWs: na/lui/q/di/ma/preterea/donde/et. Very large nomenclator (45+ entries) incl monetary terms (penulega/lis/Cento/Mille/Millia/Auro/ducati). Wide Imperial/European political scope.
166,2,87v-88r,1477-09-26,1477,Ruffino de Muzzis,3,False,True,True,8,True,40.0,True,40,True,EXTREMELY ELABORATE FW SECTION. Dupplicate (bb-tt). FWs span: In/non/pct/plaqualcosa/ptanto/sich/come/quasi/quantunch/noobstante/preterea/presertm/considerato/principalmente/certam/sumamm/bench/qui/qua/ct/quis/quelli/quest/qtf/preterea/cioe/Molto/Dic/fac/far/Faceste/ho/ha/haver/hauesse/parl/ragion/pare/pareste/scriue/scrip/Lece/hebb. Plus verb forms: Vra ex.a/Vra sublta/v.celne/v.Jlmo/gria/Sua S.ta/Sua Beat.ne/Sua M.ta/Sua S.ria/Sua gria/Signoria/Communita/Lorosigrie. 40+ FW entries. 40+ nomenclator entries. Comparable complexity to Gerardo Cerruto. POST-ALBERTI (1477). Continues onto fo. 88r.
167,2,84v,1478-11,1478,Francisco de Petrasancta et Alex Coletta,3,False,True,True,5,True,12.0,True,30,False,Recepta in oppido S.Agathe. Duplicate (bb-tt). FWs: Qua/que/qui/como/quando/perche/non/pertanto/ha S./fa/se/fidem. 12 FW entries. Nomenclator ~30 entries. POST-ALBERTI (1478).
168,2,88v-89r,1478,1478,Atan. Tranchedino,5,True,True,True,15,True,16.0,True,80,False,"MAXIMUM COMPLEXITY. 5 alphabet rows. Full syllabary (Ab-Vb). Gemine (bb-tt). 15+ nulls (K/k/b/br/h/bt/btos etc). FWs: Qua/que/qui/quo/ch/pct/qn/come/qto/cito/pra(lqut)/concludes/semp/foa/S.vra. 16 FW entries. ENORMOUS nomenclator (80+ entries) covering all Italian politics. POST-ALBERTI (1478). One of the most elaborate ciphers in entire MS. D.Philippo sabbaudie, pmo.Ste meo, pmo.D.meo Duci asti, Gaulus Fran [Galeazzo?]."
169,2,89r-89v,1478,1478,"Hieronymo Spinola, Genuen Consiliario",3,False,True,True,7,True,4.0,True,60,False,"Genoese counselor. Duple (bb-tt). FWs: Che/pche/qn/pertanto. VERY LARGE nomenclator (60+ entries) focused on Genoese families and politics: Adorni, Spinuli, Fregosi, Fieschi, Grimaldi, Orij, Forusiti, Rebelli, Castelletto, Castellario, Liculo, Polceuera, Sangiorzo, Populo, Cattalani, Franzesi, Cattalorni, Barczaloni, Valencir. Genoese-specific cipher."
170,2,89v-a,1478,1478,Thomasino de Campofol,1,False,False,False,0,False,0.0,False,0,False,"Minimal cipher. Single alphabet row only. ""a ugee in fo. 94. at°"" note."
171,2,89v-b,1478,1478,Hectoris de Fiesco cu dno Urbano ci prr,1,False,False,False,0,False,0.0,False,0,False,Minimal cipher. Single alphabet row only.
172,2,90r,1478-03,1478,Aloysio Becheto,3,False,True,True,8,True,9.0,True,35,False,"""Nihil Importantis"" (8 symbols). Geminat (bb-tt). FWs: Perch/ptmto/bench/sich/non/La S.vra/perche/come. Nomenclator ~35 entries."
173,2,90v,1478,1478,D. Luca Grimaldo Consiliario,3,False,True,True,6,True,12.0,True,50,False,"Duplicate (bb-tt). FWs: che/percts/come/quando/si/pcts/ptanto/non/cosi/littere/qua/qui. 12 FW entries. Very large nomenclator (50+ entries) including M.chesi de Finale/Monferrato, Armato, Haue, Galee, Fuste, Fanti, Gentedarme, Cathalani, Franzesi, Duca de vrbino, D.Rotrcho de S.Seuer, Amici, Inimici."
174,2,91r,1478,1478,R.D. Epo Comensi,3,False,True,True,7,True,9.0,True,40,False,Bishop of Como. Duplicate (bb-tt). FWs: che/pche/quando/pertanto/non/cosi/littere/qua/qui. 9 FW entries. Nomenclator ~40 entries.
175,2,91v,1478,1478,Johanne Paculo Trivulce (misso ad presiduum Florentinorum),3,False,True,True,6,True,7.0,True,20,False,"""Nihil Importantis"" (6 symbols). Duplicate (bb-tt). FWs: Percts/Como/quando/La S.vra/che/non/pee. Nomenclator ~20 entries. Sent to Florence."
176,2,92r-a,1478-06,1478,Jo. bapt. Copt. cum Rege f.,2,False,False,False,0,False,0.0,True,3,False,"Minimal cipher. 2 alphabet rows. Tiny nomenclator: Mariagio, Re di Franza. With King of France."
177,2,92r-b,1478,1478,D. Frederico (Zyfea eiusdem),2,False,False,False,0,False,0.0,True,2,False,"Minimal cipher. Same person different cipher. La M.del Re Ferrando=10, Re de Franza=50."
178,2,85r,1479-01-01,1479,"Johanne Francisco M. Marchione Palauicino, vicegubernatore Janue",3,True,True,True,10,True,9.0,True,30,False,"POST-ALBERTI (1479). Vice-governor of Genoa. Full syllabary (ab-ux). ""Nihil Importantis"" (10 symbols). Geminat (cc/ff/gg/ll/nn/rr/ff). FWs: pch/ptmto/bench/sich/non/La S.vra/ch/epy/como. 30 nomenclator entries. Syllabary + FWs + large nomenclator."
179,2,76v,1480-02-15,1480,Johannepetro Panicarola,5,True,False,True,8,True,14.0,True,55,False,"MAXIMUM COMPLEXITY CIPHER. 5 alphabet rows. Full syllabary (Ab-Vb, all 5 vowels). FWs: Qua/que/qui/che/no/per/pct/qn/come/qto/La S.v/La M.foa/Pertanto/La S.fra. 14 FW entries. 55+ nomenclator entries incl Don Federico, Comes Julius, Jacobo Galeothus, Troylo. ALSO: Magn Cancelleri encoded. POST-ALBERTI (1480). Closest structural parallel to VMS: 5-row polyalphabetic + full syllabary + extensive FWs + large nomenclator."
180,2,78v-79r,1480,1480,Gerardo Cerruto,5,True,True,True,8,True,35.0,True,70,True,MOST ELABORATE CIPHER IN COLLECTION. 5 alphabet rows. Full syllabary (Ab-Vb). Gemine. 8+ nulls. 35+ FW entries spanning: Et/in/non/con/se/per/pro/pre/che/perche/Ilperche/plaqualcosa/Pertanto/Siche/come/qn/qrunche/Licet/quis/Honorstate/Attento/Consyderato/Maxime/Presertim/Precipue/Certamente/certo/principalmente/Sumamente/Vnde/ben/Mal. ALSO verb forms: a/qui/qua/questo/quelli/quett/qtf/preterea/cioe/Molto/Dic/fac/far/Faceste/ho/ha/haver/hauesse/parl/ragion/pare/pareste/scriue/scrip/Lece/hebb. Plus honorifics. Nomenclator 70+ entries spanning all Italian politics AND cities (Roma/Napoli/Venetia/Fiorenza/Sena/Milano/Ferrara/Bologna/Imola/Faenza/Forli/Cesena/Arimino/Urbino/Pesaro). VMS-RELEVANT: This is the maximum expression of the two-table architecture. Continues onto fo. 79r.
181,2,77r,1485-06-22,1485,Angelo de La Stuffa,3,False,True,True,7,True,11.0,True,65,False,POST-ALBERTI (1485). Duplicate (bb-tt). FWs: Qua/que/perche/che/come/qn/pur/La S.v/La M.foa/Non/Forse. 11 FW entries. Very large nomenclator (65+ entries). Extensive political coverage.
182,2,77v,1485-07-16,1485,R.mo D.A. Hierusalem presbytero Cardinali,3,False,True,False,0,True,10.0,True,40,False,POST-ALBERTI (1485). FWs: Qua/que/qui/pct/che/qn/come/La S.v/La S.foa/La M.foa/Pertanto. Duplicate (bb-tt). 40+ nomenclator entries.
183,2,78r,1485-07-23,1485,[Name missing/illegible],3,False,False,True,7,True,6.0,True,20,False,FWs: Che/come/quando/Perche/Non/Pertanto. 20 nomenclator entries. Moderate cipher.
184,2,80r,1485-12-26,1485,Filippo Sacramorro (Amimmen ducali orator Florentie),3,False,True,True,6,True,8.0,True,35,False,POST-ALBERTI (1485). Milan. Ducal orator to Florence. Duplicate (bb-tt). FWs: Che/Como/Quando/Perche/Si/Non/Pertanto/La S.vra. Nomenclator ~35 entries.
185,3,117r,1483,1483,"Bernardino Imperiali, prefecturo ad Elvetios",3,False,True,True,6,True,5.0,True,38,False,"FWs: Come, Quando, perche, che, pertanto. Nomenclator includes Papa, Re di Franza, Duca da Borgogna, Imperatore, Duca de Austerlech, Suyzari, Venetiani, Thodeschi, Franzosi. Duplicate section includes syllabic ma-mu, fa-fu. 3 alphabet rows + partial 4th."
186,3,118r,17 July 1483,1483,"Vecelino Vicecomitis, castellano Trium",3,False,True,True,7,True,4.0,True,22,False,"FWs: Vra Sig., Sa S.ta, Come, ptanto. Nomenclator: Venetiani, S. Roberto, Papa, Re Ferrando, S. Fiorentini, Duca de Calabria, Duca de Ferrara, Milano, Brescia, Spamo, Piarada."
187,3,118v,10 August 1483,1483,"Guidantonio Arcimboldo, oratore apud Rege Ferdinando",2,False,True,True,4,False,0.0,True,32,False,"Nomenclator: Papa, Re Ferrando, Re da spagna, Zenonesi, Armata, Galee, Nave, Fanti, Denari, Cardenali, Imperatore, Re di Franza, Duca di Borgogna/Savoya/Loreno/Calabria/Ferrara, Sig. Roberto, Marchesi di Mantua/Monferrato, duxe di Genoa, Venetiani, Fiorentini, Senesi, Luchesi, M. Jo. Bentiuolto, Lorenzo di medici, Conte de putiglano, Ursini, Colonnesi."
188,3,119r,7 October 1483,1483,"Antonio de Appiano, apud Carolum Ducem Sabaudiae",3,False,True,True,8,True,8.0,True,42,False,"FWs: Che, quando, come, perche, non, la S.V., La m.sua, la S.sua. Very large nomenclator. Includes Liga, Pace, Tregua, Armata, Campo, Lorenzo di medici, Guerra, Senesi, Luchesi, Suyzeri, Duxe de Genoa, Genovesi. 3 alpha rows with deep homophones. Honorific FWs notable."
189,3,119v,8 November 1483,1483,"Mapheo Bulio Trivuliensi, cancellario",2,False,True,True,4,True,5.0,True,20,False,"FWs: Como, che, quando, La Signoria vostra, Perche. Nomenclator: Papa, Imperatore, Re Ferrando, Re di Franza, Fiorentini, Duca de calabria, Sig. Ludovico, Senesi, Venetiani, Conte Hieronymo, Gentedarme, Armata, Fantarie, S. Roberto, Squadre, Exercito, Duca de Ferrara, Cardinali, Galee, Nave."
190,3,120r,27 September 1484,1484,oratore apud Dominium Venetiarum,2,False,True,True,12,True,5.0,True,30,False,"FWs: che, come, pertanto, V. Signoria, Sua Serenita. Many nulls (12). Three-column nomenclator: Papa through Nave/Galee/fanti, Gentedarme, Denari. Sent to Venice."
191,3,120v,26 September 1484,1484,oratore ad summum pontificem,2,False,True,True,12,True,7.0,True,55,False,"FWs: che, come, perch, pertanto, quando, V. Signoria, sua serenita. Very large nomenclator (3 columns): Papa, Re di Fraza, Cardinale, Collegio de card., S. Pet. in vincula, Vicecancellero, Mons. Ascanio, Colonefi, Ursini, Sauelli, Venetiani, Fiorentini, Senesi, Lucchesi, Genovesi, Fregosi, Duxe di Genoa. Military+diplomatic terms. Sent to Rome."
192,3,121r,[1484],1484,"Scipione Barbavarice, oratore venetiis",2,False,True,True,6,True,5.0,True,22,False,"FWs: che, quando, perche, pertanto, Siche. Nomenclator: La S.de venetia, el Papa, el Collegio, di Cardinali, el Re Ferrando, Li S. Fiorentini, S. Roberto, el Duca de Calabria, Genovesi, Gentedarme, Fantaria, Oratori, Nave, Dinaci, Galee, el Duce de Venecia, el Duce de Genua. Sent to Venice."
193,3,121v,12 December 1484,1484,Scarampo de Scarampis,3,False,True,True,6,True,9.0,True,26,False,"FWs: Como, Perche, quando, pertho, Siche, che, la S.V., qlla S., Littere. 3 alphabet rows with elaborate symbols. Nomenclator: Papa, Re de Franza, S.de Venezia, Duce de Venezia, Duce de Genua, Fiorentini, Re Ferrando, Duca de Calabria, S. Roberto, Duca de Ferrara, Genuesi, Cardinali, Accordio, Nave, Armata, Gentedarme, Fantarie, Galee, Praticha, Guerra, Pace, Oratori, Mons. Ascanio, Vicecancellario."
